Fecha,Hora,VMAX_m_s,T0,Tm,rm_km,re_km,Pico_lluvia_mm_h
2012-10-21 18:00:00,735163.7500000005,5.821010113683198,0.616420202273664,1.4910505056841599,28.83579797726336,58.25369696589504,1.4849995861480627
2012-10-21 21:00:00,735163.8750000005,5.8280763328627625,0.6165615266572553,1.491403816643138,28.83438473342745,58.25157710014117,1.485315207779426
2012-10-22 00:00:00,735164.0000000005,6.474345196849204,0.6294869039369841,1.5237172598424602,28.705130960630157,58.057696440945236,1.5141014048524368
2012-10-22 03:00:00,735164.1250000005,6.657871567862629,0.6331574313572526,1.5328935783931315,28.668425686427476,58.00263852964121,1.5222470456279833
2012-10-22 06:00:00,735164.2500000005,6.468590403473079,0.6293718080694616,1.5234295201736539,28.706281919305383,58.059422878958074,1.5138457759096338
2012-10-22 09:00:00,735164.3750000005,6.2459413076984145,0.6249188261539683,1.5122970653849208,28.750811738460317,58.12621760769048,1.5039459666828596
2012-10-22 12:00:00,735164.5000000005,7.8032482963718355,0.6560649659274367,1.5901624148185918,28.439350340725632,57.65902551108845,1.578036774459654
2012-10-22 15:00:00,735164.6250000005,8.443892842438428,0.6688778568487685,1.6221946421219213,28.311221431512315,57.46683214726847,1.614077959780067
2012-10-22 18:00:00,735164.7500000005,8.908400568508693,0.6781680113701738,1.6454200284254346,28.21831988629826,57.32747982944739,1.640342014694197
2012-10-22 21:00:00,735164.8750000005,9.440884633730983,0.6888176926746197,1.6720442316865491,28.111823073253802,57.1677346098807,1.6705875826611396
2012-10-23 00:00:00,735165.0000000005,9.294932740236806,0.6858986548047361,1.6647466370118402,28.141013451952638,57.21152017792896,1.6622826302853015
2012-10-23 03:00:00,735165.1250000005,10.137573833746476,0.7027514766749295,1.7068786916873238,27.972485233250705,56.958727849876055,1.7039537243467482
2012-10-23 06:00:00,735165.2500000005,9.737480656174432,0.6947496131234887,1.6868740328087215,28.052503868765115,57.07875580314767,1.6863518578281314
2012-10-23 09:00:00,735165.3750000005,9.721551607496083,0.6944310321499216,1.6860775803748043,28.055689678500784,57.083534517751175,1.6856497684529097
2012-10-23 12:00:00,735165.5000000005,10.203752169418348,0.7040750433883669,1.7101876084709173,27.95924956611633,56.9388743491745,1.7068591375794337
2012-10-23 15:00:00,735165.6250000005,10.022832083587511,0.7004566416717503,1.7011416041793757,27.995433583282498,56.993150374923744,1.6989121582873568
2012-10-23 18:00:00,735165.7500000005,11.065005178883847,0.7213001035776769,1.7532502589441923,27.78699896422323,56.680498446334845,1.744512843162892
2012-10-23 21:00:00,735165.8750000005,12.054488527918858,0.7410897705583772,1.802724426395943,27.58910229441623,56.38365344162434,1.787408762383931
2012-10-24 00:00:00,735166.0000000005,13.931557388863766,0.7786311477772754,1.8965778694431883,27.213688522227248,55.82053278334087,1.8905793495177945
